76.3	9.9667	76.6
74.0916	12.5093	85.7
69.4179	14.4194	30.6
71.8632	10.1244	152.0
76.8109	8.4673	63.1
77.4854	6.0106	56.0
86.9971	5.8132	53.6
87.0072	8.4942	47.2
86.9902	11.2696	47.5
87.0042	13.769	64.4
90.4975	16.4197	66.8
86.993	16.759	21.4
86.9973 18.7585	0
87.2616	20.047	10.2
87.4764	20.5374	9.2
87.7781	20.9752	35.2
88.107	20.9039	24.2
88.4921	20.8362	26.9
88.9963	21.0032	30.6
88.7528	20.5761	25.8
88.2486	20.5847	50.8
85.55	19.1167	65.2
85.2939	17.6895	47.2
83.15	17.42	47.2
